Date,High,Low,Last,Bid,Ask,Volume,VWAP
2020-05-03,9207.82,8723.78,8911.46,8903.21,8911.26,9168.69781158,8998.26
2020-05-02,9022.0,8760.0,8939.96,8942.1,8950.49,5593.16511301,8896.49
2020-05-01,9075.0,8587.0,8841.73,8842.71,8845.99,11442.86277991,8802.79
2020-04-30,9485.26,8407.0,8764.55,8762.61,8771.2,24093.28400769,8927.43
2020-04-29,8970.0,7717.14,8768.74,8760.55,8768.73,26147.84739185,8318.84
2020-04-28,7798.42,7650.0,7762.78,7761.9,7766.55,7304.9129163,7719.82
2020-04-27,7813.68,7618.16,7776.55,7777.32,7784.51,6865.58686877,7712.51
2020-04-26,7718.0,7485.0,7619.69,7618.93,7625.17,5033.38311355,7610.27
2020-04-24,7612.91,7391.57,7489.47,7488.66,7496.52,8112.4923705,7525.05
2020-04-23,7756.69,7031.07,7573.15,7571.15,7574.6,14072.48646379,7392.15
2020-04-22,7171.26,6819.59,7119.57,7119.57,7122.22,6318.54954002,7048.0
2020-04-21,6950.98,6774.48,6906.41,6901.07,6906.39,5540.90543284,6859.16
2020-04-20,7220.0,6757.75,6890.08,6886.02,6890.08,11510.90651444,6989.99
2020-04-19,7287.74,7057.46,7177.43,7179.89,7183.65,4521.99150446,7165.15
2020-04-18,7306.15,7020.0,7271.14,7271.13,7276.99,5420.52892761,7164.57
2020-04-17,7224.18,6995.39,7053.95,7060.0,7061.19,8879.24773856,7077.4
2020-04-16,7193.13,6472.67,7171.74,7170.12,7176.57,15972.64466316,6932.69
2020-04-15,6940.0,6685.69,6715.03,6712.14,6716.14,7224.27949237,6793.0
2020-04-14,6991.0,6766.96,6888.76,6882.06,6887.52,7351.26438962,6880.16
2020-04-13,7050.01,6542.91,6887.47,6888.88,6894.21,11168.19516409,6751.31
2020-04-12,7201.76,6790.74,7037.96,7038.11,7045.49,6926.59247964,7029.03
2020-04-11,6955.59,6771.24,6874.62,6868.16,6872.47,3202.54334242,6863.37
2020-04-10,7323.7,6750.15,6872.72,6865.64,6875.39,10770.40588431,6942.41
2020-04-09,7400.0,7107.38,7322.61,7316.26,7322.91,8308.41228269,7296.6
2020-04-08,7428.95,7152.0,7358.02,7357.24,7365.04,8744.30196405,7303.34
2020-04-07,7469.0,7077.0,7178.27,7169.21,7177.67,12093.41047403,7302.85
2020-04-06,7330.0,6769.22,7282.74,7276.5,7282.74,13213.36504024,7109.33
2020-04-05,6914.01,6678.51,6802.73,6802.73,6809.97,3967.68992142,6789.9
2020-04-04,7014.0,6655.54,6850.48,6850.58,6861.17,6087.4309367,6803.82
2020-04-03,7047.96,6610.0,6770.84,6771.26,6782.57,10776.21097707,6845.27
2020-04-02,7236.39,6519.46,6855.87,6844.02,6851.22,18137.63333566,6807.64
2020-04-01,6613.92,6137.71,6545.47,6542.13,6551.41,10158.54901031,6323.65
2020-03-31,6527.24,6337.42,6442.55,6444.05,6450.69,6679.41200258,6447.47
2020-03-30,6630.0,5856.0,6482.36,6468.9,6476.98,14700.94111081,6307.54
2020-03-29,6281.49,5869.0,5918.49,5912.25,5918.49,9224.56806899,6052.25
2020-03-28,6670.87,6030.51,6228.66,6223.78,6230.22,13071.11496679,6234.33
2020-03-27,6872.67,6582.27,6674.37,6668.67,6673.53,9639.81526591,6692.43
2020-03-26,6798.89,6528.07,6713.43,6713.57,6720.33,7155.04670304,6662.93
2020-03-25,6989.04,6457.17,6700.62,6700.14,6706.97,17225.29070022,6685.3
2020-03-24,6893.0,6400.01,6788.86,6782.71,6789.98,19782.7064644,6651.55
2020-03-23,6629.79,5686.34,6463.37,6472.63,6477.4,19572.32254235,6176.34
2020-03-22,6419.0,5786.93,5883.75,5868.0,5878.24,9669.24027422,6065.7
2020-03-21,6461.91,5866.44,6159.91,6156.11,6167.72,12175.17968185,6152.93
2020-03-20,7139.0,5670.0,6154.76,6156.64,6165.72,30453.44689785,6428.66
2020-03-19,6433.98,5266.38,6296.02,6296.02,6306.33,24251.8153897,5882.0
2020-03-18,5465.15,5006.87,5361.81,5358.15,5364.47,23032.16462698,5257.83
2020-03-17,5569.9,4909.34,5456.36,5448.54,5455.94,17014.68391226,5307.47
2020-03-16,5439.42,4435.89,4929.16,4929.37,4937.75,35001.53137566,4881.22
2020-03-15,5965.77,5051.0,5350.55,5343.91,5358.5,17452.39675455,5391.4
2020-03-14,5777.63,5190.98,5266.26,5266.22,5266.26,15263.06699264,5432.29
2020-03-13,5990.35,3850.0,5686.34,5672.07,5686.34,61294.00225577,5192.64
2020-03-12,7983.73,5564.9,5798.25,5789.88,5798.12,50622.78854048,6337.7
2020-03-11,7988.78,7591.99,7957.27,7951.77,7969.15,7552.09977772,7803.75
2020-03-10,8158.42,7733.99,7956.8,7955.0,7961.02,8318.50186626,7943.73
2020-03-09,8252.72,7636.0,7878.96,7873.36,7879.63,13389.29805448,7899.85
2020-03-08,9219.13,8859.49,8893.93,8893.95,8901.12,2805.5915714,9044.36
2020-03-07,9187.85,8990.01,9153.79,9153.69,9159.9,4136.42339429,9100.29
2020-03-06,9169.0,8757.79,9066.65,9062.15,9070.77,6448.68567336,9035.27
2020-03-05,8850.0,8663.76,8753.28,8753.61,8762.17,3353.20527185,8750.23
2020-03-04,8921.8,8660.04,8755.45,8750.28,8755.45,4629.97653656,8782.76
2020-03-03,8980.34,8486.72,8919.57,8915.23,8919.57,6186.88388929,8785.29
2020-03-02,8756.11,8410.0,8528.95,8518.66,8528.95,4156.57173933,8543.4
2020-03-01,8805.06,8525.0,8527.74,8525.0,8526.24,2338.06785643,8676.67
2020-02-29,8900.94,8421.49,8703.84,8701.47,8710.0,6540.00649286,8643.83
2020-02-28,8974.75,8520.0,8816.5,8814.01,8819.84,9279.56856651,8789.75
2020-02-27,9369.99,8627.78,8783.66,8773.53,8783.6,11570.50777569,8977.75
2020-02-26,9682.73,9234.21,9305.4,9297.78,9305.4,6279.98723366,9456.14
2020-02-25,10027.66,9480.0,9664.87,9652.58,9664.87,5877.02342948,9719.81
2020-02-24,10024.08,9664.08,9969.79,9968.44,9983.29,3330.00530262,9890.44
2020-02-23,9722.39,9568.51,9668.13,9664.08,9668.13,2096.56353593,9660.1
2020-02-22,9773.2,9562.6,9696.13,9691.77,9696.13,4271.4632824,9693.18
2020-02-21,9706.27,9396.91,9612.76,9602.34,9610.4,6608.4910792,9572.3
2020-02-20,10300.0,9312.0,9595.72,9589.75,9599.78,9934.67783506,9941.26
2020-02-19,10288.0,9602.6,10190.35,10186.08,10190.35,6756.49678737,9942.36
2020-02-18,9973.45,9467.57,9697.15,9707.42,9717.89,5913.20492551,9682.21
2020-02-17,10051.24,9598.49,9925.96,9912.79,9925.96,4133.20891782,9865.44
2020-02-16,10408.04,9739.0,9899.78,9899.78,9909.72,5762.28941366,10053.09
2020-02-15,10398.0,10093.26,10364.04,10364.04,10374.17,6190.52344877,10252.33
2020-02-14,10500.5,10068.0,10228.67,10228.86,10238.55,9347.35181177,10267.14
2020-02-13,10495.0,10247.35,10348.78,10348.78,10352.18,6551.49752306,10345.12
2020-02-12,10383.9,9706.94,10268.98,10268.99,10278.41,8127.59636283,10067.1
2020-02-11,10199.85,9731.2,9851.99,9850.01,9851.99,7561.12298726,9914.9
2020-02-10,10178.54,9885.04,10173.97,10162.97,10173.92,4830.33787739,10065.45
2020-02-09,9948.97,9658.58,9902.0,9902.0,9907.7,3268.73554695,9809.29
2020-02-08,9878.0,9706.94,9803.71,9803.71,9814.36,4013.50179489,9785.65
2020-02-07,9859.57,9521.0,9754.63,9754.63,9759.0,7554.48867469,9715.3
2020-02-06,9775.0,9142.52,9622.72,9612.49,9626.72,8068.29207213,9488.29
2020-02-05,9348.6,9075.0,9159.37,9159.36,9168.5,4867.22545881,9198.96
2020-02-04,9615.0,9211.07,9288.09,9281.0,9288.14,4758.13350441,9361.16
2020-02-03,9474.28,9135.0,9329.39,9312.28,9329.62,3015.77681756,9342.91
2020-02-02,9464.16,9280.33,9379.6,9377.17,9379.6,1668.62607802,9375.26
2020-02-01,9529.35,9195.93,9344.76,9330.23,9343.96,5010.01346238,9338.4
2020-01-31,9570.0,9166.07,9510.84,9498.71,9510.84,7945.09118666,9396.43
2020-01-30,9443.96,9215.5,9290.0,9280.83,9290.0,6422.00995992,9334.9
2020-01-29,9413.24,8876.0,9395.0,9390.37,9395.07,9625.49204854,9094.28
2020-01-28,9004.35,8546.55,8894.57,8893.27,8894.57,9618.2354238,8776.81
2020-01-27,8600.0,8276.22,8600.0,8600.0,8601.91,6338.20714958,8430.45
2020-01-26,8437.47,8252.72,8319.4,8317.65,8326.3,2815.89197018,8328.46
2020-01-25,8530.7,8212.9,8435.83,8422.11,8435.82,6430.65733265,8373.96
2020-01-24,8665.95,8280.0,8382.08,8380.02,8386.1,8610.83729836,8408.85
2020-01-23,8792.98,8567.68,8655.93,8660.39,8661.63,3143.79180719,8660.47
2020-01-22,8778.66,8480.0,8728.47,8724.18,8728.47,3394.70947617,8635.81
2020-01-21,8740.54,8507.93,8625.17,8629.2,8634.05,4419.98143398,8636.81
2020-01-20,9188.1,8461.38,8698.97,8694.19,8699.96,8785.33390092,8782.25
2020-01-19,9000.1,8798.9,8901.02,8901.02,8911.8,3678.12704294,8896.74
2020-01-18,9015.22,8661.52,8904.29,8891.58,8899.22,9362.45997394,8886.13
2020-01-17,8852.35,8573.91,8713.52,8713.52,8718.94,6714.01551907,8658.76
2020-01-16,8903.2,8555.0,8810.62,8808.88,8814.71,8589.21851096,8760.48
2020-01-15,8895.0,8105.15,8808.3,8800.99,8811.34,17027.24101217,8596.93
2020-01-14,8196.81,8039.0,8110.14,8105.35,8111.91,4011.45188382,8100.38
2020-01-13,8190.0,7960.0,8180.76,8180.75,8184.0,2056.08675369,8108.51
2020-01-12,8286.0,8000.0,8016.22,8013.04,8017.22,3784.27197049,8122.2
2020-01-11,8200.1,7667.0,8200.1,8197.51,8201.19,9004.04359998,7943.24
2020-01-10,8045.78,7737.97,7806.78,7808.68,7813.71,5957.23910903,7892.62
2020-01-09,8463.57,7872.09,8048.94,8043.07,8048.94,11913.23761267,8220.23
2020-01-08,8220.0,7697.03,8159.01,8151.79,8156.99,12158.32281238,7925.5
2020-01-07,7817.0,7342.46,7762.74,7767.75,7773.52,6728.28277831,7601.99
2020-01-06,7495.0,7310.0,7356.7,7352.12,7356.7,2707.27385549,7427.57
2020-01-05,7396.1,7256.03,7344.48,7344.48,7350.67,3256.54452249,7315.74
2020-01-04,7402.31,6853.53,7332.59,7332.59,7338.91,8041.85157514,7231.29
2020-01-03,7184.94,6900.0,6945.7,6944.67,6949.09,4003.77829762,7029.56
2020-01-02,7237.35,7150.0,7178.68,7172.68,7178.42,1119.10969318,7195.25
2020-01-01,7302.35,7112.55,7168.36,7164.4,7170.96,2638.57317585,7194.68
2019-12-31,7384.9,7199.0,7222.74,7215.0,7221.1,3723.03148247,7281.12
2019-12-30,7524.46,7274.43,7385.54,7379.25,7386.17,2583.71908193,7399.88
2019-12-29,7349.65,7231.0,7297.43,7294.98,7300.78,1569.55578647,7298.25
2019-12-28,7255.37,7052.0,7247.86,7247.54,7247.86,4034.640012,7177.3
2019-12-27,7432.0,7150.0,7195.17,7187.84,7195.14,3116.95720561,7259.99
2019-12-26,7266.81,7110.73,7195.79,7192.23,7195.8,1504.52751296,7194.67
2019-12-25,7431.1,7156.0,7251.52,7247.45,7253.68,4194.58980335,7304.02
2019-12-24,7692.98,7247.86,7316.17,7306.8,7316.39,6710.7673604,7490.35
2019-12-23,7530.0,7124.52,7509.7,7516.28,7521.87,3796.22608082,7355.69
2019-12-22,7194.13,7109.73,7147.4,7137.38,7147.41,1689.08199513,7141.8
2019-12-21,7218.11,7072.61,7194.11,7184.96,7193.73,3201.66392251,7153.6
2019-12-20,7372.12,7000.0,7149.57,7148.49,7153.23,5936.40834175,7134.81
2019-12-19,7449.68,6425.0,7290.55,7287.4,7292.37,12873.78239575,6828.52
2019-12-18,6938.77,6550.0,6612.3,6612.75,6619.53,7107.18002675,6738.93
2019-12-17,7147.91,6820.0,6882.08,6872.34,6882.08,5923.12764192,6981.82
2019-12-16,7225.23,7007.0,7115.08,7108.0,7115.08,1848.34992409,7103.31
2019-12-15,7269.0,7007.48,7059.03,7057.36,7067.43,2012.34286693,7123.15
2019-12-14,7302.35,7179.65,7255.94,7248.26,7256.49,3178.08453545,7227.94
2019-12-13,7296.19,7072.2,7188.42,7185.09,7193.19,4376.60899274,7182.08
2019-12-12,7271.0,7122.28,7208.95,7208.95,7208.99,3420.21896517,7205.71
2019-12-11,7400.0,7150.23,7216.07,7215.84,7225.95,4090.62092926,7283.65
2019-12-10,7666.0,7268.03,7340.52,7332.05,7340.4,6582.47031165,7441.72
2019-12-09,7580.0,7382.69,7524.26,7516.81,7526.66,1798.77041268,7497.1
2019-12-08,7638.88,7486.7,7502.65,7500.0,7505.83,2034.5512716,7546.71
2019-12-07,7618.99,7305.56,7533.63,7533.65,7543.33,4167.2626106,7441.36
2019-12-06,7500.0,7150.06,7390.42,7390.42,7397.35,4641.58461796,7347.28
2019-12-05,7772.71,7087.09,7201.38,7197.77,7201.38,7737.5637057,7351.52
2019-12-04,7415.0,7238.04,7300.43,7299.2,7301.0,2552.20229834,7320.66
2019-12-03,7431.07,7140.08,7309.64,7306.49,7309.5,4324.30016255,7289.27
2019-12-02,7556.1,7233.87,7412.66,7403.83,7412.64,5477.96896075,7360.08
2019-12-01,7815.0,7452.08,7560.2,7548.15,7558.78,5443.41938775,7632.93
2019-11-30,7870.35,7411.17,7750.65,7751.3,7753.66,7666.99895431,7651.68
2019-11-29,7659.92,7372.19,7436.72,7429.32,7436.72,6925.58489749,7521.46
2019-11-28,7676.27,6847.72,7527.84,7515.0,7525.61,15156.9919345,7280.41
2019-11-27,7344.91,7018.78,7159.22,7159.71,7168.74,7643.845709,7138.58
2019-11-26,7380.0,6515.0,7127.12,7122.14,7128.78,18715.79100619,6911.86
2019-11-25,7349.68,6861.96,6900.9,6900.9,6909.55,6047.8319263,7096.78
2019-11-24,7356.49,7102.16,7320.39,7322.63,7328.75,5547.40292181,7225.74
2019-11-23,7714.7,6785.0,7276.21,7274.46,7276.21,20095.16826325,7200.45
2019-11-22,8116.92,7394.09,7611.55,7614.12,7620.45,9403.04707918,7725.72
2019-11-21,8231.04,8027.28,8088.44,8079.79,8088.66,2996.00619203,8099.38
2019-11-20,8197.77,7989.15,8121.63,8121.63,8124.08,4412.24724524,8097.94
2019-11-19,8508.4,8010.7,8169.94,8169.94,8176.59,4826.60274485,8307.3
2019-11-18,8631.6,8375.0,8499.53,8499.0,8508.88,2074.01263926,8518.88
2019-11-17,8539.53,8423.0,8484.63,8479.02,8485.61,1180.57339029,8474.4
2019-11-16,8799.03,8363.0,8463.49,8454.63,8462.26,5213.70141434,8553.77
2019-11-15,8791.78,8555.0,8636.9,8622.4,8633.26,3412.8028773,8638.06
2019-11-14,8839.46,8700.0,8765.53,8755.45,8765.53,3184.82392668,8750.47
2019-11-13,8872.47,8549.0,8817.0,8815.0,8822.33,4722.90610684,8719.66
2019-11-12,9075.32,8593.0,8720.36,8718.05,8720.36,6392.63792548,8746.09
2019-11-11,9142.33,8750.85,9029.88,9029.49,9029.88,2663.61538417,8974.23
2019-11-10,8876.94,8720.0,8812.21,8801.91,8810.38,2271.51792167,8809.84
2019-11-09,9253.39,8661.0,8767.37,8760.38,8767.34,9699.62128109,8904.22
2019-11-08,9373.48,9080.0,9209.3,9199.69,9211.07,3976.10210615,9218.67
2019-11-07,9448.19,9254.68,9344.78,9338.44,9349.32,4670.11465673,9339.4
2019-11-06,9485.0,9165.2,9319.1,9311.68,9319.1,4979.38527844,9327.94
2019-11-05,9586.5,9122.33,9412.21,9410.76,9412.71,4962.75602881,9339.83
2019-11-03,9384.32,9067.0,9214.7,9201.05,9214.7,2739.21646522,9191.69
2019-11-02,9396.91,9201.19,9302.99,9307.45,9312.25,2477.9064469,9280.76
2019-11-01,9303.53,9054.6,9217.8,9203.57,9217.53,6631.24382009,9159.59
2019-10-31,9438.61,8961.53,9127.5,9123.23,9127.63,10145.39791513,9175.72
2019-10-30,9471.66,8985.25,9231.91,9223.46,9231.88,8861.2553958,9165.78
2019-10-29,9573.35,9051.48,9463.18,9451.69,9463.18,10488.87812708,9369.76
2019-10-28,9950.0,9258.06,9459.03,9459.03,9460.68,13847.61035834,9529.82
2019-10-27,9819.92,9092.66,9578.25,9581.44,9590.0,17574.23178081,9495.23
2019-10-26,10350.0,8603.34,9176.55,9176.55,9185.26,38830.09004785,9395.05
2019-10-25,8784.29,7393.14,8605.65,8605.65,8607.94,18747.18651715,8196.37
2019-10-24,7512.0,7356.0,7464.73,7460.94,7464.73,5270.6501518,7445.95
2019-10-23,8083.76,7293.55,7423.27,7423.28,7427.23,13348.40022442,7597.77
2019-10-22,8314.77,8048.54,8073.73,8074.57,8077.77,5512.63828725,8200.2
2019-10-21,8352.0,8156.0,8201.91,8195.09,8201.48,4684.18774641,8224.88
2019-10-20,8314.77,7874.68,8209.01,8208.92,8214.18,6264.78213774,8083.78
2019-10-19,8096.76,7875.0,7941.61,7941.63,7941.68,3508.28291775,7962.08
2019-10-18,8120.77,7811.62,7969.84,7967.7,7970.16,5610.41600549,7932.28
2019-10-17,8130.71,7936.71,8054.19,8053.82,8054.19,5527.5131318,8053.4
2019-10-16,8179.1,7912.66,8001.59,8001.59,8005.8,8540.91421388,8020.65
2019-10-15,8420.85,8086.0,8134.39,8134.63,8135.76,4997.74241526,8258.69
2019-10-14,8416.67,8215.41,8343.99,8343.86,8349.35,4300.54492081,8313.3
2019-10-13,8474.48,8132.91,8290.52,8285.97,8290.52,4431.64988399,8342.54
2019-10-12,8427.76,8222.88,8330.34,8330.41,8336.12,2041.25879746,8328.12
2019-10-11,8820.0,8283.0,8318.06,8319.29,8321.71,7639.66485954,8445.61
2019-10-10,8666.84,8450.61,8586.0,8589.27,8590.61,7585.35362582,8555.82
2019-10-09,8707.8,8110.0,8578.42,8579.42,8584.26,11473.61959356,8447.41
2019-10-08,8344.12,8109.74,8200.33,8193.02,8199.96,3759.41504189,8210.78
2019-10-07,8313.7,7763.54,8246.81,8239.73,8246.81,9477.29654178,8059.4
2019-10-06,8176.46,7772.71,7847.03,7847.03,7852.66,6176.45648921,7958.64
2019-10-05,8195.0,8016.26,8140.63,8140.53,8147.45,4514.12747649,8104.23
2019-10-04,8299.19,7986.65,8189.21,8176.02,8189.18,6749.5065687,8158.07
2019-10-03,8419.23,8029.14,8204.35,8204.35,8213.63,8421.07987206,8207.4
2019-10-02,8385.4,8170.91,8278.1,8278.88,8287.84,4874.66176975,8250.7
2019-10-01,8531.25,8195.42,8347.13,8351.81,8359.77,10136.77656795,8383.13
2019-09-30,8368.5,7714.7,8245.75,8241.07,8245.65,9399.78860794,8063.62
2019-09-29,8244.07,7902.66,8079.28,8079.28,8090.01,5604.67593864,8060.63
2019-09-28,8356.4,8009.84,8161.03,8153.02,8161.03,6191.04844509,8164.11
2019-09-27,8294.04,7866.0,8197.2,8195.0,8201.02,10303.60779458,8033.29
2019-09-26,8467.89,7733.99,8114.88,8114.88,8123.07,17203.35776027,8140.71
2019-09-25,8800.56,8216.0,8432.66,8429.62,8439.68,18545.38716298,8461.39
2019-09-24,9782.0,7998.0,8696.0,8690.06,8696.0,26366.7070552,8851.7
2019-09-23,10073.26,9606.0,9707.73,9705.11,9720.77,5312.56627108,9828.69
2019-09-22,10093.24,9842.35,10036.69,10036.82,10045.52,3207.03330796,9974.52
2019-09-21,10185.62,9913.35,9978.98,9973.38,9978.98,4278.8283785,10019.55
2019-09-20,10308.04,10055.0,10128.54,10128.54,10140.06,4378.5026203,10159.79
2019-09-19,10380.07,9600.0,10235.05,10235.07,10241.58,7549.85882977,9970.59
2019-09-18,10263.65,10080.0,10159.8,10164.35,10168.67,3948.54637935,10188.03
2019-09-17,10304.7,10130.59,10227.02,10227.02,10232.04,5221.41590742,10210.44
2019-09-16,10378.07,10060.95,10294.66,10294.65,10304.7,5210.03239374,10224.02
2019-09-15,10383.2,10258.49,10297.35,10296.42,10304.06,2381.80620863,10307.61
2019-09-14,10441.47,10217.01,10357.1,10353.43,10365.16,2793.22698935,10355.27
2019-09-13,10458.13,10153.87,10293.28,10293.02,10293.38,3587.77876455,10299.5
2019-09-12,10465.0,10027.52,10400.48,10398.69,10407.77,4757.61972179,10248.41
2019-09-11,10243.01,9855.11,10142.41,10142.41,10150.94,4608.37695838,10057.57
2019-09-10,10390.09,9910.0,10078.76,10074.98,10084.47,4674.18680774,10127.89
2019-09-09,10542.93,10060.0,10332.84,10332.84,10340.12,5972.13005261,10300.62
2019-09-08,10594.88,10229.49,10390.97,10392.03,10398.97,3288.7385693,10418.34
2019-09-07,10580.0,10285.0,10511.67,10511.8,10520.0,3171.26886545,10454.25
2019-09-06,10949.0,10204.18,10335.86,10335.86,10347.56,10547.57445538,10639.52
2019-09-05,10664.13,10461.97,10575.93,10575.83,10585.41,4711.01080384,10559.49
2019-09-04,10834.15,10378.7,10572.2,10560.14,10570.77,10468.61303377,10568.22
2019-09-03,10783.0,10286.0,10708.39,10708.39,10714.38,11236.70445204,10558.61
2019-09-02,10471.0,9743.4,10395.26,10395.27,10395.28,5844.06561059,10105.86
2019-09-01,9832.0,9538.75,9787.26,9787.26,9797.42,1799.68497497,9654.04
2019-08-31,9682.73,9443.19,9632.1,9623.27,9632.19,1545.88732165,9583.09
2019-08-30,9700.0,9350.1,9596.81,9594.45,9596.82,5389.10266064,9541.68
2019-08-29,9750.0,9320.0,9475.38,9475.38,9487.22,7771.73493025,9490.07
2019-08-28,10280.71,9555.0,9730.0,9726.52,9730.0,9235.69581167,9911.08
2019-08-27,10397.81,10019.1,10125.65,10126.28,10126.39,4837.40924596,10167.93
2019-08-26,10650.0,10060.44,10296.24,10296.46,10302.46,7238.53007973,10376.6
2019-08-25,10355.89,9907.86,10067.24,10060.44,10067.24,3904.31532958,10103.4
2019-08-24,10432.0,9885.48,10170.0,10169.35,10184.71,5132.98226711,10107.73
2019-08-23,10479.0,10051.0,10384.93,10384.93,10388.85,5373.26931372,10287.76
2019-08-22,10238.29,9755.53,10155.1,10156.03,10173.52,6870.02196118,10006.59
2019-08-21,10842.96,9853.45,10070.71,10053.26,10065.94,9748.09557884,10172.79
2019-08-20,10955.48,10549.74,10826.97,10832.61,10838.11,6748.11539419,10768.94
2019-08-19,10834.15,10267.56,10779.97,10768.02,10771.81,7114.99815563,10650.72
2019-08-18,10515.0,10065.41,10357.22,10344.34,10357.21,3392.76561359,10317.56
2019-08-17,10472.93,9974.51,10222.76,10223.36,10239.85,3987.17724665,10232.0
2019-08-16,10540.0,9736.96,10399.89,10397.29,10407.0,11264.81175043,10147.99
2019-08-15,10444.66,9467.57,10395.0,10394.38,10399.27,15890.44195729,9939.7
2019-08-14,10891.08,10026.74,10215.62,10207.75,10215.62,11732.75785937,10418.26
2019-08-13,11446.94,10738.58,10857.93,10843.63,10860.39,8858.43706733,11049.02
2019-08-12,11589.73,11194.04,11408.09,11394.03,11406.62,3566.67071054,11379.36
2019-08-11,11570.04,11080.37,11500.0,11498.6,11500.0,4367.57021071,11361.64
2019-08-10,11976.68,11200.0,11292.04,11276.08,11295.55,7314.03536557,11542.36
2019-08-09,12061.1,11650.0,11828.14,11828.14,11836.83,8151.99722397,11829.9
2019-08-08,12031.31,11450.93,11811.8,11805.1,11811.8,9902.57163073,11788.89
2019-08-07,12145.42,11272.02,11971.36,11963.88,11971.99,15315.75419754,11748.89
2019-08-06,12325.0,11200.0,11294.97,11296.65,11306.33,16619.77695758,11798.08
2019-08-05,11959.36,10952.68,11790.0,11786.66,11790.0,16717.11656926,11655.89
2019-08-04,11085.99,10564.96,10985.0,10990.16,10994.1,7467.6354825,10839.85
2019-08-03,10919.0,10502.8,10830.0,10823.54,10831.66,7054.50214208,10779.53
2019-08-02,10670.0,10318.47,10518.96,10516.72,10527.95,9394.97576326,10483.64
2019-08-01,10499.0,9878.09,10391.39,10388.23,10403.02,7668.9067825,10109.59
2019-07-31,10143.2,9569.62,10019.91,10009.85,10014.87,7825.83123705,9867.97
2019-07-30,9775.0,9373.48,9584.89,9572.51,9584.89,5576.045179,9563.94
2019-07-29,9725.17,9360.0,9510.3,9498.39,9509.98,5286.32859388,9530.98
2019-07-28,9634.5,9111.0,9511.72,9511.72,9517.36,3739.06286501,9422.47
2019-07-27,10235.0,9299.0,9445.0,9431.96,9445.0,9410.65892934,9614.47
2019-07-26,9938.0,9650.0,9787.39,9785.18,9795.91,5594.62651184,9775.44
2019-07-25,10187.0,9734.19,9915.69,9907.69,9915.69,6440.42193603,10005.31
2019-07-24,10025.72,9514.96,9765.67,9765.67,9777.26,10089.25574161,9723.8
2019-07-23,10356.41,9860.8,10028.95,10025.72,10029.01,8357.59835324,10045.92
2019-07-22,10686.89,10052.25,10275.38,10275.38,10286.19,9333.04237618,10369.1
2019-07-21,11120.0,10325.0,10553.04,10556.03,10559.24,6828.79799717,10626.89
2019-07-20,11050.0,10359.17,11009.6,10999.3,11009.62,8866.63173581,10689.93
2019-07-19,10797.0,10102.58,10478.8,10478.8,10487.4,14298.84552113,10445.59
2019-07-18,10750.0,9280.33,10607.43,10605.93,10619.44,18002.68712653,10066.04
2019-07-17,9993.0,9049.54,9730.0,9727.85,9730.0,17319.96814314,9519.28
2019-07-16,11080.37,9373.48,9475.73,9481.59,9484.83,20745.56669529,10032.28
2019-07-15,10950.0,9855.0,10936.05,10920.34,10936.05,16785.91425598,10335.91
2019-07-14,11467.3,10280.48,10491.93,10483.57,10491.93,10936.77249514,10694.74
2019-07-13,11860.99,10810.0,11269.01,11269.01,11285.8,9260.83504582,11285.58
2019-07-12,11942.39,11083.52,11816.09,11803.25,11816.08,9479.14205687,11536.51
2019-07-11,12199.55,10966.81,11329.77,11313.18,11329.74,18427.9204089,11532.7
2019-07-10,13200.0,11550.0,12087.61,12070.12,12077.65,19661.18968973,12528.29
2019-07-09,12883.48,12030.43,12579.82,12579.82,12580.68,15283.85841548,12489.08
2019-07-08,12367.08,11332.19,12329.07,12332.12,12341.64,11626.62045404,11931.18
2019-07-07,11627.0,11083.76,11432.9,11420.37,11434.13,6750.11579886,11346.24
2019-07-06,11735.0,10828.22,11222.69,11222.62,11227.97,8112.50879899,11396.98
2019-07-05,11645.47,10769.15,10955.25,10950.07,10955.25,12947.6132655,11133.77
2019-07-04,12061.04,11520.26,11615.11,11611.35,11621.2,10691.92659374,11792.75
2019-07-03,12000.0,10687.08,11922.65,11914.07,11922.65,18792.05775451,11328.64
2019-07-02,10942.63,9614.08,10798.69,10793.81,10798.69,20599.02274941,10188.63
2019-07-01,11200.41,9950.0,10446.14,10446.25,10457.23,23447.38272165,10623.39
2019-06-30,12200.06,10809.41,10900.36,10901.46,10912.55,11732.34393103,11361.81
2019-06-29,12447.46,11317.03,12021.16,12021.28,12029.65,12311.73528901,11822.87
2019-06-28,12398.0,10739.1,12314.69,12301.75,12314.69,19478.31431688,11618.62
2019-06-27,13355.61,10300.0,11091.62,11083.14,11099.22,36483.72766714,11609.52
2019-06-26,13880.0,11603.42,12452.0,12452.0,12463.97,36698.54058962,12704.73
2019-06-25,11700.01,10942.78,11658.55,11668.06,11675.84,11720.72818083,11306.62
2019-06-24,11099.0,10551.51,10997.55,10996.73,11000.94,8373.68162906,10836.87
2019-06-23,11247.62,10476.65,10852.24,10852.23,10854.61,7348.39487349,10804.27
2019-06-22,11200.0,9910.85,10480.91,10480.91,10484.81,14529.11852636,10660.29
2019-06-21,9962.48,9510.0,9917.19,9909.59,9917.19,11632.59468055,9790.16
2019-06-20,9600.0,9211.08,9558.17,9551.7,9556.88,7852.16053766,9373.03
