"Date","Price","Open","High","Low","Change %"
"Sep 10, 2020","125.37","125.36","126.48","125.28","0.06%"
"Sep 09, 2020","125.30","124.92","125.67","124.42","0.37%"
"Sep 08, 2020","124.84","125.57","125.68","124.68","-0.57%"
"Sep 07, 2020","125.56","125.72","125.96","125.50","-0.14%"
"Sep 04, 2020","125.74","125.83","126.00","125.29","-0.05%"
"Sep 03, 2020","125.80","125.85","126.04","125.27","-0.05%"
"Sep 02, 2020","125.86","126.22","126.34","125.53","-0.26%"
"Sep 01, 2020","126.19","126.41","127.09","126.12","-0.16%"
"Aug 31, 2020","126.39","125.36","126.87","125.36","0.80%"
"Aug 28, 2020","125.39","125.98","126.79","125.18","-0.44%"
"Aug 27, 2020","125.95","125.39","126.12","125.12","0.47%"
"Aug 26, 2020","125.36","125.92","126.16","125.25","-0.41%"
"Aug 25, 2020","125.88","124.93","126.06","124.90","0.78%"
"Aug 24, 2020","124.91","124.84","125.36","124.68","0.11%"
"Aug 21, 2020","124.77","125.47","125.57","124.43","-0.55%"
"Aug 20, 2020","125.46","125.61","125.81","125.07","-0.10%"
"Aug 19, 2020","125.58","125.79","126.09","125.36","-0.13%"
"Aug 18, 2020","125.74","125.83","126.11","125.33","-0.05%"
"Aug 17, 2020","125.80","126.24","126.47","125.66","-0.32%"
"Aug 14, 2020","126.21","126.30","126.49","125.74","-0.06%"
"Aug 13, 2020","126.29","125.95","126.77","125.89","0.28%"
"Aug 12, 2020","125.94","125.05","126.24","124.93","0.75%"
"Aug 11, 2020","125.00","124.37","125.52","124.32","0.53%"
"Aug 10, 2020","124.34","124.86","124.94","124.32","-0.42%"
"Aug 07, 2020","124.86","125.36","125.42","124.44","-0.39%"
"Aug 06, 2020","125.36","125.25","125.64","124.64","0.08%"
"Aug 05, 2020","125.25","124.78","125.54","124.61","0.38%"
"Aug 04, 2020","124.79","124.65","125.03","124.24","0.12%"
"Aug 03, 2020","124.64","124.78","125.08","124.00","-0.05%"
"Jul 31, 2020","124.70","124.04","125.25","123.83","0.50%"
"Jul 30, 2020","124.08","123.72","124.22","123.32","0.29%"
"Jul 29, 2020","123.72","123.13","123.82","123.01","0.48%"
"Jul 28, 2020","123.13","123.85","124.00","123.00","-0.57%"
"Jul 27, 2020","123.83","123.61","123.93","123.21","0.10%"
"Jul 24, 2020","123.71","123.93","123.99","122.82","-0.17%"
"Jul 23, 2020","123.92","123.98","124.26","123.69","-0.04%"
"Jul 22, 2020","123.97","123.11","124.30","123.04","0.70%"
"Jul 21, 2020","123.11","122.76","123.19","122.45","0.28%"
"Jul 20, 2020","122.76","122.15","123.00","122.12","0.39%"
"Jul 17, 2020","122.29","122.11","122.60","121.92","0.14%"
"Jul 16, 2020","122.11","122.03","122.54","121.81","0.08%"
"Jul 15, 2020","122.01","122.26","122.52","121.81","-0.18%"
"Jul 14, 2020","122.24","121.70","122.36","121.46","0.44%"
"Jul 13, 2020","121.70","120.89","121.99","120.77","0.75%"
"Jul 10, 2020","120.80","120.98","121.09","120.26","-0.15%"
"Jul 09, 2020","120.99","121.51","122.00","120.89","-0.44%"
"Jul 08, 2020","121.53","121.21","121.90","121.13","0.27%"
"Jul 07, 2020","121.19","121.41","121.74","121.17","-0.19%"
"Jul 06, 2020","121.42","120.94","122.00","120.85","0.40%"
"Jul 03, 2020","120.94","120.83","121.00","120.60","0.10%"
"Jul 02, 2020","120.82","120.93","121.46","120.74","-0.09%"
"Jul 01, 2020","120.93","121.24","121.50","120.25","-0.26%"
"Jun 30, 2020","121.24","120.93","121.46","120.57","0.26%"
"Jun 29, 2020","120.93","120.32","121.38","120.17","0.53%"
"Jun 26, 2020","120.29","120.28","120.40","119.79","0.04%"
"Jun 25, 2020","120.25","120.43","120.65","120.14","-0.16%"
"Jun 24, 2020","120.44","120.46","120.77","120.04","-0.02%"
"Jun 23, 2020","120.46","120.35","121.13","119.90","0.09%"
"Jun 22, 2020","120.35","119.64","120.46","119.29","0.74%"
"Jun 19, 2020","119.46","119.85","120.24","119.36","-0.32%"
"Jun 18, 2020","119.85","120.32","120.56","119.58","-0.39%"
"Jun 17, 2020","120.32","120.90","121.25","120.15","-0.48%"
"Jun 16, 2020","120.90","121.54","122.14","120.47","-0.51%"
"Jun 15, 2020","121.52","120.74","121.65","120.32","0.56%"
"Jun 12, 2020","120.84","120.74","121.82","120.25","0.08%"
"Jun 11, 2020","120.74","121.82","121.93","120.64","-0.86%"
"Jun 10, 2020","121.79","122.19","122.39","121.57","-0.30%"
"Jun 09, 2020","122.15","122.47","122.62","121.32","-0.25%"
"Jun 08, 2020","122.46","123.71","124.14","122.21","-0.99%"
"Jun 05, 2020","123.68","123.73","124.46","123.52","-0.04%"
"Jun 04, 2020","123.74","122.34","123.99","121.84","1.14%"
"Jun 03, 2020","122.34","121.40","122.63","121.25","0.77%"
"Jun 02, 2020","121.40","119.80","121.65","119.61","1.34%"
"Jun 01, 2020","119.80","119.61","120.00","119.41","0.11%"
"May 29, 2020","119.67","119.25","119.93","118.86","0.34%"
"May 28, 2020","119.26","118.54","119.42","118.47","0.61%"
"May 27, 2020","118.54","118.11","118.93","117.68","0.38%"
"May 26, 2020","118.10","117.39","118.36","117.32","0.60%"
"May 25, 2020","117.40","117.31","117.57","117.07","0.06%"
"May 22, 2020","117.32","117.84","118.06","116.97","-0.45%"
"May 21, 2020","117.85","118.02","118.54","117.71","-0.17%"
"May 20, 2020","118.05","117.70","118.22","117.57","0.34%"
"May 19, 2020","117.65","117.13","118.25","117.01","0.45%"
"May 18, 2020","117.12","115.77","117.27","115.69","1.17%"
"May 15, 2020","115.77","115.89","116.24","115.46","-0.10%"
"May 14, 2020","115.89","115.79","115.96","115.31","0.10%"
"May 13, 2020","115.78","116.23","116.43","115.68","-0.39%"
"May 12, 2020","116.23","116.36","116.86","115.94","-0.12%"
"May 11, 2020","116.38","115.60","116.54","115.36","0.64%"
"May 08, 2020","115.63","115.15","115.77","115.03","0.42%"
"May 07, 2020","115.15","114.54","115.16","114.43","0.48%"
"May 06, 2020","114.60","115.56","115.62","114.43","-0.80%"
"May 05, 2020","115.52","116.43","116.58","115.39","-0.79%"
"May 04, 2020","116.44","117.46","117.46","116.25","-0.82%"
"May 01, 2020","117.40","117.43","117.78","117.00","-0.03%"
"Apr 30, 2020","117.44","116.02","117.81","115.54","1.20%"
"Apr 29, 2020","116.05","115.64","116.10","115.43","0.35%"
"Apr 28, 2020","115.64","116.13","116.29","115.59","-0.43%"
"Apr 27, 2020","116.14","116.25","116.54","116.04","-0.19%"
"Apr 24, 2020","116.36","115.96","116.45","115.54","0.34%"
"Apr 23, 2020","115.96","116.63","116.86","115.64","-0.55%"
"Apr 22, 2020","116.61","117.01","117.25","116.43","-0.35%"
"Apr 21, 2020","117.02","116.90","117.18","116.21","0.09%"
"Apr 20, 2020","116.92","116.93","117.31","116.83","0.00%"
"Apr 17, 2020","116.92","116.97","117.43","116.60","-0.06%"
"Apr 16, 2020","116.99","117.27","117.52","116.54","-0.23%"
"Apr 15, 2020","117.25","117.73","117.82","116.78","-0.40%"
"Apr 14, 2020","117.73","117.64","117.96","117.29","0.09%"
"Apr 13, 2020","117.63","118.65","118.78","117.29","-0.82%"
"Apr 10, 2020","118.60","118.57","118.78","118.40","0.04%"
"Apr 09, 2020","118.55","118.15","119.04","118.07","0.33%"
"Apr 08, 2020","118.16","118.43","118.71","117.90","-0.22%"
"Apr 07, 2020","118.43","117.89","119.07","117.50","0.45%"
"Apr 06, 2020","117.89","117.18","118.33","117.17","0.55%"
"Apr 03, 2020","117.24","117.18","117.40","116.71","0.06%"
"Apr 02, 2020","117.18","117.50","117.74","116.32","-0.28%"
"Apr 01, 2020","117.50","118.63","118.90","116.93","-0.95%"
"Mar 31, 2020","118.63","119.11","119.72","118.18","-0.42%"
"Mar 30, 2020","119.14","120.26","120.29","118.78","-0.91%"
"Mar 27, 2020","120.23","120.89","121.00","118.78","-0.54%"
"Mar 26, 2020","120.88","121.01","121.10","119.94","-0.11%"
"Mar 25, 2020","121.01","120.00","121.18","119.51","0.85%"
"Mar 24, 2020","120.00","119.25","120.56","118.81","0.62%"
"Mar 23, 2020","119.25","118.46","119.98","117.71","0.62%"
"Mar 20, 2020","118.51","118.37","119.35","117.84","0.12%"
"Mar 19, 2020","118.37","117.96","119.33","117.37","-0.19%"
"Mar 18, 2020","118.59","118.30","118.89","116.86","0.14%"
"Mar 17, 2020","118.42","118.38","119.71","117.28","0.03%"
"Mar 16, 2020","118.39","119.83","119.94","117.13","-1.23%"
"Mar 13, 2020","119.86","117.05","120.34","116.89","2.40%"
"Mar 12, 2020","117.05","117.83","118.34","116.28","-0.65%"
"Mar 11, 2020","117.81","119.19","119.27","117.55","-1.14%"
"Mar 10, 2020","119.17","117.16","119.50","116.79","1.69%"
"Mar 09, 2020","117.19","118.92","118.92","115.88","-1.41%"
"Mar 06, 2020","118.86","119.34","119.45","118.69","-0.39%"
"Mar 05, 2020","119.33","119.74","120.02","118.99","-0.35%"
"Mar 04, 2020","119.75","119.69","120.16","119.04","0.04%"
"Mar 03, 2020","119.70","120.61","120.99","119.51","-0.75%"
"Mar 02, 2020","120.60","118.93","120.78","118.07","1.19%"
"Feb 28, 2020","119.18","120.56","120.69","118.36","-1.14%"
"Feb 27, 2020","120.56","120.19","121.06","119.95","0.33%"
"Feb 26, 2020","120.16","119.89","120.59","119.73","0.20%"
"Feb 25, 2020","119.92","120.17","120.55","119.41","-0.22%"
"Feb 24, 2020","120.18","120.97","121.18","119.90","-0.69%"
"Feb 21, 2020","121.02","120.92","121.38","120.34","0.08%"
"Feb 20, 2020","120.92","120.34","121.41","120.08","0.48%"
"Feb 19, 2020","120.34","118.59","120.52","118.56","1.48%"
"Feb 18, 2020","118.58","119.05","119.11","118.45","-0.40%"
"Feb 17, 2020","119.06","118.91","119.22","118.80","0.14%"
"Feb 14, 2020","118.89","119.06","119.27","118.88","-0.14%"
"Feb 13, 2020","119.06","119.70","119.73","118.86","-0.53%"
"Feb 12, 2020","119.69","119.83","120.33","119.59","-0.13%"
"Feb 11, 2020","119.84","119.80","120.05","119.59","0.05%"
"Feb 10, 2020","119.78","120.19","120.34","119.66","-0.27%"
"Feb 07, 2020","120.11","120.81","120.83","120.08","-0.55%"
"Feb 06, 2020","120.78","120.77","121.01","120.54","0.00%"
"Feb 05, 2020","120.78","120.95","121.17","120.64","-0.15%"
"Feb 04, 2020","120.96","120.20","121.01","120.06","0.63%"
"Feb 03, 2020","120.20","120.28","120.42","119.89","-0.04%"
"Jan 31, 2020","120.25","120.20","120.42","120.02","0.03%"
"Jan 30, 2020","120.21","120.02","120.28","119.78","0.15%"
"Jan 29, 2020","120.03","120.31","120.45","119.89","-0.22%"
"Jan 28, 2020","120.30","120.00","120.36","119.81","0.25%"
"Jan 27, 2020","120.00","120.42","120.50","119.89","-0.39%"
"Jan 24, 2020","120.47","121.03","121.28","120.39","-0.46%"
"Jan 23, 2020","121.03","121.84","121.90","120.62","-0.66%"
"Jan 22, 2020","121.84","121.78","122.03","121.61","0.05%"
"Jan 21, 2020","121.78","122.27","122.39","121.72","-0.38%"
"Jan 20, 2020","122.25","122.17","122.33","122.01","0.07%"
"Jan 17, 2020","122.16","122.68","122.86","122.12","-0.42%"
"Jan 16, 2020","122.68","122.55","122.90","122.50","0.11%"
"Jan 15, 2020","122.55","122.42","122.73","122.19","0.11%"
"Jan 14, 2020","122.42","122.42","122.77","122.16","0.00%"
"Jan 13, 2020","122.42","121.75","122.51","121.72","0.54%"
"Jan 10, 2020","121.76","121.64","121.86","121.52","0.11%"
"Jan 09, 2020","121.63","121.18","121.68","121.11","0.35%"
"Jan 08, 2020","121.20","120.92","121.42","120.17","0.23%"
"Jan 07, 2020","120.92","121.33","121.47","120.78","-0.36%"
"Jan 06, 2020","121.36","120.69","121.42","120.26","0.58%"
"Jan 03, 2020","120.66","121.31","121.39","120.14","-0.53%"
"Jan 02, 2020","121.30","121.88","122.04","120.97","-0.48%"
"Jan 01, 2020","121.88","121.78","121.99","121.71","0.07%"
"Dec 31, 2019","121.79","121.92","122.10","121.68","-0.11%"
"Dec 30, 2019","121.93","122.34","122.47","121.84","-0.30%"
"Dec 27, 2019","122.30","121.63","122.46","121.49","0.51%"
"Dec 26, 2019","121.68","121.30","121.81","121.24","0.33%"
"Dec 25, 2019","121.28","121.31","121.92","121.06","-0.02%"
"Dec 24, 2019","121.30","121.28","121.39","121.08","0.00%"
"Dec 23, 2019","121.30","121.27","121.39","121.09","0.04%"
"Dec 20, 2019","121.25","121.61","121.70","121.17","-0.32%"
"Dec 19, 2019","121.64","121.72","122.06","121.41","-0.07%"
"Dec 18, 2019","121.72","122.06","122.19","121.70","-0.29%"
"Dec 17, 2019","122.07","122.00","122.48","121.90","0.03%"
"Dec 16, 2019","122.03","121.71","122.26","121.60","0.32%"
"Dec 13, 2019","121.64","121.66","122.67","121.47","-0.02%"
"Dec 12, 2019","121.67","120.83","121.77","120.77","0.70%"
"Dec 11, 2019","120.82","120.59","120.95","120.37","0.19%"
"Dec 10, 2019","120.59","120.11","120.70","120.08","0.40%"
"Dec 09, 2019","120.11","120.05","120.29","119.98","0.00%"
"Dec 06, 2019","120.11","120.77","120.81","120.00","-0.55%"
"Dec 05, 2019","120.78","120.58","120.89","120.53","0.15%"
"Dec 04, 2019","120.60","120.41","120.84","120.10","0.17%"
"Dec 03, 2019","120.40","120.76","120.99","120.25","-0.29%"
"Dec 02, 2019","120.75","120.61","121.06","120.52","0.07%"
"Nov 29, 2019","120.66","120.56","120.78","120.39","0.08%"
"Nov 28, 2019","120.56","120.50","120.61","120.31","0.05%"
"Nov 27, 2019","120.50","120.16","120.61","120.04","0.27%"
"Nov 26, 2019","120.17","119.96","120.27","119.93","0.18%"
"Nov 25, 2019","119.96","119.75","120.14","119.67","0.15%"
"Nov 22, 2019","119.78","120.15","120.50","119.67","-0.30%"
"Nov 21, 2019","120.14","120.27","120.60","119.94","-0.11%"
"Nov 20, 2019","120.27","120.25","120.41","119.83","0.02%"
"Nov 19, 2019","120.25","120.31","120.50","120.00","-0.07%"
"Nov 18, 2019","120.33","120.22","120.69","120.09","0.12%"
"Nov 15, 2019","120.19","119.52","120.34","119.44","0.56%"
"Nov 14, 2019","119.52","119.77","119.84","119.26","-0.22%"
"Nov 13, 2019","119.78","120.03","120.19","119.56","-0.20%"
"Nov 12, 2019","120.02","120.33","120.66","119.94","-0.25%"
"Nov 11, 2019","120.32","120.39","120.45","120.06","-0.08%"
"Nov 08, 2019","120.42","120.76","120.91","120.21","-0.28%"
"Nov 07, 2019","120.76","120.60","121.14","120.14","0.15%"
"Nov 06, 2019","120.58","120.89","120.92","120.45","-0.25%"
"Nov 05, 2019","120.88","120.79","121.30","120.62","0.05%"
"Nov 04, 2019","120.82","120.77","121.13","120.77","0.01%"
"Nov 01, 2019","120.81","120.48","120.96","120.29","0.27%"
"Oct 31, 2019","120.48","121.37","121.52","120.29","-0.73%"
"Oct 30, 2019","121.36","120.99","121.43","120.87","0.31%"
"Oct 29, 2019","120.99","120.94","121.09","120.58","0.04%"
"Oct 28, 2019","120.94","120.42","121.02","120.41","0.46%"
"Oct 25, 2019","120.39","120.64","120.83","120.36","-0.18%"
"Oct 24, 2019","120.61","120.96","121.39","120.40","-0.31%"
"Oct 23, 2019","120.98","120.69","121.08","120.39","0.24%"
"Oct 22, 2019","120.69","121.09","121.31","120.57","-0.32%"
"Oct 21, 2019","121.08","120.83","121.48","120.77","-0.03%"
"Oct 18, 2019","121.12","120.88","121.17","120.66","0.20%"
"Oct 17, 2019","120.88","120.44","121.38","120.34","0.37%"
"Oct 16, 2019","120.43","120.10","120.50","119.74","0.27%"
"Oct 15, 2019","120.10","119.56","120.25","119.13","0.45%"
"Oct 14, 2019","119.56","119.73","119.76","119.19","-0.13%"
"Oct 11, 2019","119.71","118.85","120.04","118.72","0.73%"
"Oct 10, 2019","118.84","117.91","118.98","117.58","0.79%"
"Oct 09, 2019","117.91","117.32","118.12","117.21","0.50%"
"Oct 08, 2019","117.32","117.72","118.00","117.13","-0.34%"
"Oct 07, 2019","117.72","117.39","117.91","117.02","0.26%"
"Oct 04, 2019","117.41","117.25","117.53","117.08","0.14%"
"Oct 03, 2019","117.25","117.47","117.67","117.08","-0.18%"
"Oct 02, 2019","117.46","117.76","118.02","117.31","-0.29%"
"Oct 01, 2019","117.80","117.80","118.20","117.67","-0.01%"
"Sep 30, 2019","117.81","118.06","118.23","117.53","-0.22%"
"Sep 27, 2019","118.07","117.76","118.50","117.44","0.25%"
"Sep 26, 2019","117.78","117.92","118.08","117.50","-0.14%"
"Sep 25, 2019","117.94","117.99","118.23","117.79","-0.03%"
"Sep 24, 2019","117.98","118.23","118.58","117.89","-0.20%"
"Sep 23, 2019","118.22","118.50","118.81","117.75","-0.25%"
"Sep 20, 2019","118.52","119.25","119.39","118.44","-0.62%"
"Sep 19, 2019","119.26","119.63","119.67","118.94","-0.30%"
"Sep 18, 2019","119.62","119.72","119.83","119.39","-0.09%"
"Sep 17, 2019","119.73","118.94","119.81","118.86","0.64%"
"Sep 16, 2019","118.97","119.26","119.54","118.69","-0.61%"
"Sep 13, 2019","119.70","119.61","120.02","119.53","0.09%"
"Sep 12, 2019","119.59","118.72","119.83","117.53","0.73%"
"Sep 11, 2019","118.72","118.78","119.17","118.28","-0.04%"
"Sep 10, 2019","118.77","118.46","118.80","118.26","0.24%"
"Sep 09, 2019","118.48","117.88","118.53","117.70","0.47%"
"Sep 06, 2019","117.92","118.02","118.30","117.81","-0.08%"
"Sep 05, 2019","118.02","117.39","118.64","117.25","0.51%"
"Sep 04, 2019","117.42","116.26","117.46","116.14","1.00%"
"Sep 03, 2019","116.26","116.51","116.60","115.86","-0.21%"
"Sep 02, 2019","116.50","116.81","116.84","116.33","-0.29%"
"Aug 30, 2019","116.84","117.76","117.85","116.63","-0.80%"
"Aug 29, 2019","117.78","117.56","117.94","117.28","0.19%"
"Aug 28, 2019","117.56","117.25","117.69","117.08","0.25%"
"Aug 27, 2019","117.27","117.83","117.86","117.19","-0.48%"
"Aug 26, 2019","117.83","117.50","118.21","116.54","0.31%"
"Aug 23, 2019","117.47","117.91","118.16","117.25","-0.38%"
"Aug 22, 2019","117.92","118.19","118.33","117.72","-0.23%"
"Aug 21, 2019","118.19","117.92","118.34","117.89","0.23%"
"Aug 20, 2019","117.92","118.13","118.28","117.57","-0.18%"
"Aug 19, 2019","118.13","117.99","118.49","117.86","0.14%"
"Aug 16, 2019","117.97","117.88","118.19","117.57","0.08%"
"Aug 15, 2019","117.87","117.96","118.98","117.62","-0.08%"
"Aug 14, 2019","117.97","119.23","119.28","117.78","-1.07%"
"Aug 13, 2019","119.24","118.08","119.61","117.68","0.98%"
"Aug 12, 2019","118.08","118.40","118.44","117.52","-0.24%"
"Aug 09, 2019","118.36","118.59","118.73","118.08","-0.19%"
"Aug 08, 2019","118.59","119.02","119.23","118.49","-0.36%"
