"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 08, 2021","1,834.20","1,818.10","1,840.60","1,807.30","177.56K","1.17%"
"Feb 05, 2021","1,813.00","1,794.30","1,816.00","1,792.20","205.76K","1.22%"
"Feb 04, 2021","1,791.20","1,834.50","1,835.70","1,784.60","279.62K","-2.39%"
"Feb 03, 2021","1,835.10","1,838.50","1,845.90","1,830.10","137.23K","0.09%"
"Feb 02, 2021","1,833.40","1,863.60","1,866.30","1,830.40","236.00K","-1.64%"
"Feb 01, 2021","1,863.90","1,865.00","1,876.00","1,851.70","242.05K","0.74%"
"Jan 29, 2021","1,850.30","1,845.60","1,878.90","1,841.20","276.17K","0.49%"
"Jan 28, 2021","1,841.20","1,847.20","1,867.00","1,835.60","277.59K","-0.42%"
"Jan 27, 2021","1,848.90","1,854.30","1,855.70","1,832.40","174.14K","-0.32%"
"Jan 26, 2021","1,854.80","1,858.70","1,864.50","1,851.10","91.25K","-0.23%"
"Jan 25, 2021","1,859.00","1,858.60","1,870.90","1,850.00","89.52K","0.15%"
"Jan 22, 2021","1,856.20","1,870.10","1,870.80","1,836.30","249.72K","-0.52%"
"Jan 21, 2021","1,865.90","1,871.00","1,874.60","1,857.50","196.94K","-0.03%"
"Jan 20, 2021","1,866.50","1,839.90","1,872.00","1,831.10","274.40K","1.43%"
"Jan 19, 2021","1,840.20","1,828.80","1,845.00","1,800.80","331.59K","0.20%"
"Jan 18, 2021","1,836.60","1,809.65","1,839.45","1,809.65","-","1.48%"
"Jan 17, 2021","1,809.75","1,826.80","1,829.10","1,803.60","-","-1.10%"
"Jan 15, 2021","1,829.90","1,847.30","1,856.60","1,822.10","231.11K","-1.16%"
"Jan 14, 2021","1,851.40","1,845.60","1,857.60","1,826.60","257.66K","-0.19%"
"Jan 13, 2021","1,854.90","1,855.00","1,863.00","1,841.60","225.99K","0.58%"
"Jan 12, 2021","1,844.20","1,845.40","1,864.00","1,835.80","240.66K","-0.36%"
"Jan 11, 2021","1,850.80","1,849.40","1,856.00","1,817.10","268.36K","0.84%"
"Jan 08, 2021","1,835.40","1,915.20","1,918.40","1,827.80","443.51K","-4.09%"
"Jan 07, 2021","1,913.60","1,921.50","1,929.60","1,907.50","199.98K","0.26%"
"Jan 06, 2021","1,908.60","1,952.80","1,962.50","1,902.60","366.61K","-2.34%"
"Jan 05, 2021","1,954.40","1,946.00","1,957.00","1,938.40","201.95K","0.40%"
"Jan 04, 2021","1,946.60","1,908.20","1,948.70","1,906.10","273.37K","2.37%"
"Jan 01, 2021","1,901.60","1,901.60","1,901.60","1,901.60","-","0.34%"
"Dec 31, 2020","1,895.10","1,899.00","1,904.90","1,889.10","130.63K","0.09%"
"Dec 30, 2020","1,893.40","1,881.80","1,899.00","1,879.50","133.66K","0.56%"
"Dec 29, 2020","1,882.90","1,878.00","1,891.30","1,875.60","149.27K","0.13%"
"Dec 28, 2020","1,880.40","1,887.00","1,904.10","1,873.00","196.76K","-0.15%"
"Dec 24, 2020","1,883.20","1,877.30","1,887.40","1,873.10","89.41K","0.27%"
"Dec 23, 2020","1,878.10","1,865.60","1,883.70","1,860.90","162.54K","0.42%"
"Dec 22, 2020","1,870.30","1,883.00","1,889.40","1,863.70","176.02K","-0.66%"
"Dec 21, 2020","1,882.80","1,892.90","1,912.00","1,859.00","232.05K","-0.32%"
"Dec 18, 2020","1,888.90","1,891.30","1,895.70","1,881.90","153.23K","-0.08%"
"Dec 17, 2020","1,890.40","1,868.40","1,902.00","1,865.90","219.87K","1.68%"
"Dec 16, 2020","1,859.10","1,857.70","1,870.00","1,848.20","199.68K","0.20%"
"Dec 15, 2020","1,855.30","1,830.50","1,859.30","1,828.50","173.61K","1.27%"
"Dec 14, 2020","1,832.10","1,845.00","1,845.60","1,820.00","168.49K","-0.62%"
"Dec 11, 2020","1,843.60","1,840.00","1,851.80","1,826.80","153.80K","0.34%"
"Dec 10, 2020","1,837.40","1,843.00","1,854.20","1,831.50","164.80K","-0.06%"
"Dec 09, 2020","1,838.50","1,875.40","1,875.90","1,828.20","219.59K","-1.94%"
"Dec 08, 2020","1,874.90","1,866.10","1,879.80","1,863.90","151.79K","0.48%"
"Dec 07, 2020","1,866.00","1,841.10","1,873.00","1,824.80","209.04K","1.41%"
"Dec 04, 2020","1,840.00","1,844.70","1,852.70","1,832.00","171.26K","-0.06%"
"Dec 03, 2020","1,841.10","1,833.90","1,847.40","1,826.70","180.36K","0.60%"
"Dec 02, 2020","1,830.20","1,819.10","1,835.70","1,810.50","185.32K","0.62%"
"Dec 01, 2020","1,818.90","1,780.30","1,821.10","1,778.40","203.65K","2.13%"
"Nov 30, 2020","1,780.90","1,790.80","1,793.30","1,767.20","242.73K","-0.40%"
"Nov 27, 2020","1,788.10","1,812.10","1,822.60","1,776.50","282.35K","-1.05%"
"Nov 26, 2020","1,807.00","1,806.25","1,816.80","1,804.20","-","-0.23%"
"Nov 25, 2020","1,811.20","1,812.00","1,821.70","1,804.70","133.60K","0.02%"
"Nov 24, 2020","1,810.90","1,842.60","1,843.00","1,803.70","126.76K","-1.46%"
"Nov 23, 2020","1,837.80","1,869.80","1,875.00","1,828.00","319.66K","-1.85%"
"Nov 20, 2020","1,872.40","1,864.80","1,879.20","1,859.10","186.17K","0.59%"
"Nov 19, 2020","1,861.50","1,872.00","1,872.60","1,850.00","222.35K","-0.66%"
"Nov 18, 2020","1,873.90","1,879.50","1,884.20","1,860.30","209.00K","-0.59%"
"Nov 17, 2020","1,885.10","1,888.20","1,892.70","1,876.30","160.88K","-0.14%"
"Nov 16, 2020","1,887.80","1,886.60","1,898.00","1,861.50","222.94K","0.08%"
"Nov 13, 2020","1,886.20","1,875.60","1,895.80","1,872.10","162.54K","0.69%"
"Nov 12, 2020","1,873.30","1,863.90","1,883.00","1,860.70","209.93K","0.63%"
"Nov 11, 2020","1,861.60","1,876.10","1,882.50","1,853.90","215.17K","-0.79%"
"Nov 10, 2020","1,876.40","1,864.10","1,888.90","1,858.90","264.87K","1.19%"
"Nov 09, 2020","1,854.40","1,956.00","1,966.10","1,848.00","496.09K","-4.99%"
"Nov 06, 2020","1,951.70","1,950.00","1,961.80","1,937.20","246.78K","0.25%"
"Nov 05, 2020","1,946.80","1,903.40","1,954.30","1,902.20","297.51K","2.67%"
"Nov 04, 2020","1,896.20","1,910.30","1,917.90","1,881.80","293.95K","-0.74%"
"Nov 03, 2020","1,910.40","1,896.40","1,912.20","1,887.60","171.37K","0.95%"
"Nov 02, 2020","1,892.50","1,877.00","1,897.10","1,873.30","164.94K","0.67%"
"Oct 30, 2020","1,879.90","1,867.90","1,890.90","1,863.30","213.17K","0.64%"
"Oct 29, 2020","1,868.00","1,877.50","1,885.10","1,859.20","225.16K","-0.60%"
"Oct 28, 2020","1,879.20","1,909.80","1,912.60","1,869.10","297.09K","-1.71%"
"Oct 27, 2020","1,911.90","1,904.40","1,913.80","1,898.70","153.30K","0.33%"
"Oct 26, 2020","1,905.70","1,906.00","1,911.10","1,892.50","166.31K","0.03%"
"Oct 23, 2020","1,905.20","1,906.50","1,917.30","1,895.20","172.96K","0.03%"
"Oct 22, 2020","1,904.60","1,927.40","1,929.40","1,894.20","215.58K","-1.29%"
"Oct 21, 2020","1,929.50","1,911.60","1,936.00","1,911.60","201.27K","0.74%"
"Oct 20, 2020","1,915.40","1,906.40","1,917.60","1,896.60","163.91K","0.19%"
"Oct 19, 2020","1,911.70","1,903.20","1,923.40","1,900.20","159.85K","0.28%"
"Oct 16, 2020","1,906.40","1,912.70","1,918.70","1,901.10","146.91K","-0.13%"
"Oct 15, 2020","1,908.90","1,906.00","1,913.20","1,892.70","213.57K","0.08%"
"Oct 14, 2020","1,907.30","1,895.40","1,917.50","1,885.00","188.30K","0.67%"
"Oct 13, 2020","1,894.60","1,927.30","1,930.60","1,889.30","267.54K","-1.78%"
"Oct 12, 2020","1,928.90","1,935.00","1,939.40","1,923.80","157.21K","0.14%"
"Oct 09, 2020","1,926.20","1,898.40","1,936.80","1,898.00","229.85K","1.64%"
"Oct 08, 2020","1,895.10","1,890.60","1,905.30","1,885.30","185.45K","0.23%"
"Oct 07, 2020","1,890.80","1,882.60","1,902.40","1,877.10","188.59K","-0.94%"
"Oct 06, 2020","1,908.80","1,917.80","1,927.00","1,878.20","219.44K","-0.59%"
"Oct 05, 2020","1,920.10","1,910.90","1,924.90","1,891.20","177.59K","0.66%"
"Oct 02, 2020","1,907.60","1,911.00","1,923.60","1,895.20","212.73K","-0.45%"
"Oct 01, 2020","1,916.30","1,891.20","1,917.90","1,890.00","262.09K","1.10%"
"Sep 30, 2020","1,895.50","1,903.20","1,908.20","1,885.80","259.87K","-0.40%"
"Sep 29, 2020","1,903.20","1,886.40","1,904.80","1,880.80","217.80K","1.11%"
"Sep 28, 2020","1,882.30","1,862.70","1,888.20","1,851.10","235.92K","0.86%"
"Sep 25, 2020","1,866.30","1,872.70","1,879.30","1,854.10","230.86K","-0.56%"
"Sep 24, 2020","1,876.90","1,866.90","1,880.90","1,851.00","345.04K","0.45%"
"Sep 23, 2020","1,868.40","1,905.10","1,909.90","1,856.00","411.56K","-2.05%"
"Sep 22, 2020","1,907.60","1,918.10","1,925.50","1,898.90","282.71K","-0.16%"
"Sep 21, 2020","1,910.60","1,957.30","1,962.90","1,885.40","381.84K","-2.62%"
"Sep 18, 2020","1,962.10","1,951.10","1,968.20","1,951.10","174.77K","0.63%"
"Sep 17, 2020","1,949.90","1,967.60","1,969.30","1,938.20","273.14K","-1.05%"
"Sep 16, 2020","1,970.50","1,961.40","1,983.80","1,957.20","298.39K","0.22%"
"Sep 15, 2020","1,966.20","1,966.20","1,982.40","1,955.60","239.54K","0.13%"
"Sep 14, 2020","1,963.70","1,948.90","1,972.50","1,945.20","200.09K","0.81%"
"Sep 11, 2020","1,947.90","1,953.80","1,963.40","1,944.00","205.23K","-0.83%"
"Sep 10, 2020","1,964.30","1,955.30","1,975.20","1,948.60","271.48K","0.48%"
"Sep 09, 2020","1,954.90","1,939.40","1,959.70","1,926.30","227.18K","0.60%"
"Sep 08, 2020","1,943.20","1,938.00","1,948.30","1,911.70","416.01K","0.31%"
"Sep 07, 2020","1,937.10","1,940.70","1,947.40","1,930.45","-","-0.18%"
"Sep 06, 2020","1,940.65","1,941.90","1,944.30","1,937.65","-","0.33%"
"Sep 04, 2020","1,934.30","1,938.00","1,956.60","1,921.60","304.74K","-0.18%"
"Sep 03, 2020","1,937.80","1,948.90","1,956.60","1,927.20","303.03K","-0.35%"
"Sep 02, 2020","1,944.70","1,976.80","1,980.40","1,938.90","332.59K","-1.73%"
"Sep 01, 2020","1,978.90","1,973.70","2,001.20","1,969.20","304.89K","0.02%"
"Aug 31, 2020","1,978.60","1,973.90","1,985.80","1,962.30","245.11K","0.19%"
"Aug 28, 2020","1,974.90","1,937.50","1,983.00","1,928.20","334.10K","2.19%"
"Aug 27, 2020","1,932.60","1,963.00","1,987.00","1,914.70","467.17K","-1.02%"
"Aug 26, 2020","1,952.50","1,939.00","1,963.40","1,908.40","342.21K","1.53%"
"Aug 25, 2020","1,923.10","1,935.90","1,944.10","1,919.10","274.11K","-0.83%"
"Aug 24, 2020","1,939.20","1,947.90","1,970.30","1,930.80","286.26K","-0.40%"
"Aug 21, 2020","1,947.00","1,955.60","1,963.10","1,916.60","355.07K","0.03%"
"Aug 20, 2020","1,946.50","1,934.40","1,963.10","1,928.90","383.34K","-1.21%"
"Aug 19, 2020","1,970.30","2,010.50","2,015.60","1,930.50","443.26K","-2.13%"
"Aug 18, 2020","2,013.10","1,993.60","2,024.60","1,985.20","361.48K","0.72%"
"Aug 17, 2020","1,998.70","1,956.40","2,000.80","1,939.10","289.44K","2.51%"
"Aug 14, 2020","1,949.80","1,963.80","1,970.00","1,939.10","241.80K","-1.05%"
"Aug 13, 2020","1,970.40","1,927.30","1,974.80","1,923.00","349.89K","1.10%"
"Aug 12, 2020","1,949.00","1,921.60","1,961.00","1,874.20","459.84K","0.14%"
"Aug 11, 2020","1,946.30","2,038.40","2,040.50","1,911.30","565.00K","-4.58%"
"Aug 10, 2020","2,039.70","2,044.80","2,060.80","2,027.80","251.31K","0.58%"
"Aug 07, 2020","2,028.00","2,076.40","2,089.20","2,024.80","398.13K","-2.00%"
"Aug 06, 2020","2,069.40","2,055.00","2,081.80","2,049.00","312.76K","0.98%"
"Aug 05, 2020","2,049.30","2,037.00","2,070.30","2,027.50","366.38K","1.40%"
"Aug 04, 2020","2,021.00","1,993.50","2,037.70","1,982.60","274.42K","1.75%"
"Aug 03, 2020","1,986.30","1,997.40","2,009.50","1,975.20","178.75K","0.02%"
"Jul 31, 2020","1,985.90","1,973.60","2,005.40","1,971.40","279.32K","0.97%"
"Jul 30, 2020","1,966.80","1,986.40","1,987.30","1,952.30","271.38K","-0.50%"
"Jul 29, 2020","1,976.70","1,971.90","1,998.40","1,955.70","197.82K","0.65%"
"Jul 28, 2020","1,963.90","1,963.20","2,000.00","1,927.50","161.58K","0.43%"
"Jul 27, 2020","1,955.40","1,929.00","1,971.30","1,926.80","137.85K","1.57%"
"Jul 24, 2020","1,925.20","1,912.30","1,933.60","1,908.00","66.45K","0.41%"
"Jul 23, 2020","1,917.40","1,900.00","1,927.10","1,890.40","72.36K","1.31%"
"Jul 22, 2020","1,892.60","1,867.80","1,899.00","1,867.80","49.86K","1.23%"
"Jul 21, 2020","1,869.60","1,842.50","1,870.50","1,839.90","31.69K","1.60%"
"Jul 20, 2020","1,840.10","1,835.50","1,846.10","1,830.70","19.19K","0.35%"
"Jul 17, 2020","1,833.70","1,822.90","1,837.60","1,821.00","16.39K","0.39%"
"Jul 16, 2020","1,826.50","1,840.70","1,843.70","1,819.90","18.23K","-0.82%"
"Jul 15, 2020","1,841.60","1,839.70","1,847.20","1,831.90","13.32K","0.01%"
"Jul 14, 2020","1,841.50","1,834.20","1,843.00","1,819.30","40.63K","-0.12%"
"Jul 13, 2020","1,843.70","1,831.60","1,847.70","1,831.60","36.09K","0.68%"
"Jul 10, 2020","1,831.30","1,837.00","1,846.30","1,825.50","40.13K","-0.12%"
"Jul 09, 2020","1,833.50","1,849.80","1,854.60","1,829.60","48.72K","-0.92%"
"Jul 08, 2020","1,850.60","1,832.60","1,857.00","1,829.10","58.42K","0.89%"
"Jul 07, 2020","1,834.30","1,817.20","1,835.00","1,804.80","18.51K","1.00%"
"Jul 06, 2020","1,816.10","1,809.30","1,821.30","1,801.60","10.49K","1.59%"
"Jul 03, 2020","1,787.60","1,786.90","1,788.70","1,783.65","-","-1.35%"
"Jul 02, 2020","1,812.00","1,802.20","1,813.90","1,788.30","11.53K","0.56%"
"Jul 01, 2020","1,801.90","1,817.50","1,827.10","1,789.80","15.52K","-1.02%"
"Jun 30, 2020","1,820.40","1,803.70","1,823.50","1,794.00","8.60K","1.13%"
"Jun 29, 2020","1,800.10","1,807.30","1,808.60","1,795.30","4.16K","0.09%"
"Jun 26, 2020","1,798.50","1,792.50","1,804.00","1,772.00","4.76K","0.56%"
"Jun 25, 2020","1,788.40","1,789.30","1,796.60","1,781.60","6.30K","-0.23%"
"Jun 24, 2020","1,792.60","1,800.40","1,810.70","1,787.80","8.73K","-0.25%"
"Jun 23, 2020","1,797.10","1,780.00","1,801.50","1,774.00","4.07K","0.86%"
"Jun 22, 2020","1,781.70","1,780.30","1,793.60","1,769.00","5.87K","0.74%"
"Jun 19, 2020","1,768.60","1,746.60","1,775.60","1,745.50","8.36K","1.18%"
"Jun 18, 2020","1,747.90","1,752.90","1,765.20","1,739.60","4.78K","-0.31%"
"Jun 17, 2020","1,753.40","1,751.50","1,756.80","1,735.60","3.83K","-0.06%"
"Jun 16, 2020","1,754.40","1,751.40","1,757.50","1,739.80","4.23K","0.54%"
"Jun 15, 2020","1,744.90","1,759.10","1,759.60","1,724.60","4.43K","-0.59%"
"Jun 12, 2020","1,755.20","1,751.70","1,770.50","1,746.90","3.61K","-0.14%"
"Jun 11, 2020","1,757.60","1,764.90","1,772.60","1,746.00","6.57K","1.07%"
"Jun 10, 2020","1,739.00","1,737.70","1,767.00","1,732.80","8.14K","-0.07%"
"Jun 09, 2020","1,740.30","1,724.90","1,747.50","1,715.90","6.82K","0.96%"
"Jun 08, 2020","1,723.80","1,706.10","1,726.00","1,700.10","4.83K","1.29%"
"Jun 05, 2020","1,701.90","1,740.20","1,741.90","1,690.10","9.81K","-2.55%"
"Jun 04, 2020","1,746.40","1,721.00","1,747.30","1,718.50","5.81K","1.33%"
"Jun 03, 2020","1,723.50","1,750.30","1,754.10","1,707.50","7.57K","-1.50%"
"Jun 02, 2020","1,749.70","1,766.20","1,771.00","1,743.40","4.99K","-0.79%"
"Jun 01, 2020","1,763.70","1,763.10","1,774.50","1,751.60","3.29K","-0.11%"
"May 29, 2020","1,765.70","1,748.70","1,767.10","1,740.70","6.42K","1.32%"
"May 28, 2020","1,742.70","1,737.50","1,757.30","1,734.30","4.17K","0.13%"
"May 27, 2020","1,740.50","1,738.80","1,743.30","1,714.80","6.08K","0.00%"
"May 26, 2020","1,740.50","1,761.00","1,768.00","1,734.80","6.03K","0.78%"
"May 25, 2020","1,727.00","1,730.55","1,731.35","1,719.25","-","-0.21%"
"May 24, 2020","1,730.65","1,735.45","1,735.90","1,729.80","-","-1.98%"
"May 22, 2020","1,765.60","1,755.90","1,768.30","1,750.60","8.36K","0.87%"
"May 21, 2020","1,750.40","1,778.80","1,779.80","1,743.80","5.87K","-1.76%"
"May 20, 2020","1,781.70","1,777.70","1,785.10","1,773.00","4.20K","0.47%"
"May 19, 2020","1,773.40","1,763.00","1,779.60","1,754.20","4.33K","0.73%"
"May 18, 2020","1,760.60","1,780.00","1,800.00","1,756.20","4.07K","-1.02%"
"May 15, 2020","1,778.70","1,760.10","1,783.00","1,758.00","5.54K","0.95%"
"May 14, 2020","1,762.00","1,743.30","1,765.10","1,735.00","4.05K","1.42%"
"May 13, 2020","1,737.30","1,726.60","1,744.50","1,721.00","6.18K","0.54%"
"May 12, 2020","1,728.00","1,721.10","1,737.20","1,717.00","5.81K","0.41%"
"May 11, 2020","1,720.90","1,727.70","1,734.20","1,714.20","6.37K","-0.82%"
"May 08, 2020","1,735.20","1,743.50","1,752.70","1,724.50","8.13K","-0.49%"
"May 07, 2020","1,743.70","1,706.40","1,750.50","1,704.50","8.26K","2.31%"
"May 06, 2020","1,704.40","1,730.50","1,733.40","1,698.80","5.81K","-1.37%"
"May 05, 2020","1,728.00","1,719.00","1,733.70","1,710.50","8.37K","0.12%"
"May 04, 2020","1,725.90","1,722.90","1,735.50","1,711.80","3.35K","0.81%"
"May 01, 2020","1,712.00","1,705.70","1,723.10","1,688.00","2.33K","0.42%"
"Apr 30, 2020","1,704.90","1,737.00","1,745.00","1,697.70","3.80K","-1.02%"
"Apr 29, 2020","1,722.40","1,735.00","1,741.80","1,718.00","1.90K","-0.51%"
"Apr 28, 2020","1,731.20","1,731.80","1,740.00","1,712.70","3.06K","-0.01%"
"Apr 27, 2020","1,731.40","1,746.70","1,753.00","1,726.80","2.90K","-0.59%"
"Apr 24, 2020","1,741.70","1,754.40","1,765.50","1,733.00","2.26K","-0.53%"
"Apr 23, 2020","1,751.00","1,741.40","1,769.20","1,736.00","3.79K","0.43%"
"Apr 22, 2020","1,743.50","1,707.60","1,747.10","1,700.00","2.50K","3.04%"
"Apr 21, 2020","1,692.10","1,717.60","1,720.80","1,670.30","2.73K","-1.35%"
"Apr 20, 2020","1,715.30","1,697.20","1,722.00","1,689.20","2.52K","0.74%"
"Apr 17, 2020","1,702.70","1,740.70","1,741.30","1,695.50","4.41K","-1.94%"
"Apr 16, 2020","1,736.30","1,744.00","1,771.20","1,727.60","3.83K","-0.48%"
"Apr 15, 2020","1,744.70","1,760.70","1,762.70","1,736.40","3.86K","-1.50%"
"Apr 14, 2020","1,771.20","1,768.00","1,789.50","1,750.00","7.09K","0.48%"
"Apr 13, 2020","1,762.70","1,741.60","1,773.50","1,725.00","4.15K","1.27%"
"Apr 10, 2020","1,740.60","1,740.60","1,740.60","1,740.60","-","-0.74%"
"Apr 09, 2020","1,753.60","1,679.20","1,754.30","1,679.20","9.30K","4.13%"
"Apr 08, 2020","1,684.10","1,680.10","1,693.90","1,673.90","3.33K","0.02%"
"Apr 07, 2020","1,683.70","1,713.10","1,740.80","1,674.30","7.05K","-0.56%"
"Apr 06, 2020","1,693.10","1,649.50","1,713.50","1,640.00","4.04K","2.83%"
"Apr 03, 2020","1,646.50","1,639.00","1,651.50","1,625.30","3.02K","0.46%"
"Apr 02, 2020","1,638.90","1,607.00","1,645.20","1,596.70","3.42K","2.91%"
"Apr 01, 2020","1,592.50","1,580.00","1,611.00","1,577.70","3.25K","-0.32%"
"Mar 31, 2020","1,597.60","1,640.10","1,642.20","1,590.80","3.35K","-2.83%"
"Mar 30, 2020","1,644.10","1,665.70","1,672.50","1,634.60","2.89K","-0.66%"
"Mar 27, 2020","1,655.00","1,653.60","1,659.30","1,631.90","6.37K","-0.42%"
"Mar 26, 2020","1,662.00","1,639.60","1,678.00","1,615.00","7.61K","1.76%"
"Mar 25, 2020","1,633.30","1,688.00","1,695.00","1,607.50","5.34K","-1.79%"
"Mar 24, 2020","1,663.00","1,578.00","1,691.40","1,578.00","9.56K","5.16%"
"Mar 23, 2020","1,581.40","1,520.00","1,583.70","1,498.90","3.14K","5.77%"
"Mar 20, 2020","1,495.10","1,468.00","1,530.00","1,468.00","4.16K","0.38%"
"Mar 19, 2020","1,489.40","1,496.60","1,508.00","1,476.90","2.21K","0.15%"
"Mar 18, 2020","1,487.10","1,547.00","1,551.10","1,485.20","2.49K","-3.06%"
"Mar 17, 2020","1,534.10","1,504.50","1,561.50","1,476.30","3.41K","2.70%"
"Mar 16, 2020","1,493.80","1,573.00","1,578.60","1,458.80","2.74K","-2.04%"
"Mar 13, 2020","1,524.90","1,592.60","1,604.20","1,514.30","2.51K","-4.62%"
"Mar 12, 2020","1,598.80","1,648.60","1,655.20","1,568.70","3.05K","-3.15%"
"Mar 11, 2020","1,650.80","1,657.90","1,677.60","1,641.70","4.20K","-1.09%"
"Mar 10, 2020","1,669.00","1,675.00","1,679.30","1,651.50","3.67K","-0.90%"
"Mar 09, 2020","1,684.10","1,700.00","1,712.10","1,668.10","3.54K","0.07%"
"Mar 06, 2020","1,683.00","1,683.60","1,703.60","1,657.70","4.50K","0.15%"
"Mar 05, 2020","1,680.40","1,653.40","1,687.20","1,653.00","2.37K","1.44%"
"Mar 04, 2020","1,656.50","1,660.10","1,661.10","1,647.30","3.92K","-0.14%"
"Mar 03, 2020","1,658.80","1,606.50","1,663.80","1,606.50","3.14K","3.05%"
"Mar 02, 2020","1,609.70","1,609.10","1,626.00","1,593.90","2.37K","1.65%"
"Feb 28, 2020","1,583.60","1,667.10","1,667.10","1,582.00","6.31K","-4.68%"
"Feb 27, 2020","1,661.40","1,668.00","1,680.30","1,656.00","3.96K","-0.09%"
"Feb 26, 2020","1,662.90","1,656.40","1,676.70","1,646.70","3.59K","-0.44%"
"Feb 25, 2020","1,670.20","1,681.60","1,681.60","1,650.00","3.36K","-1.59%"
"Feb 24, 2020","1,697.10","1,673.30","1,711.80","1,673.30","9.96K","1.68%"
"Feb 21, 2020","1,669.10","1,645.50","1,671.20","1,642.40","1.86K","1.72%"
"Feb 20, 2020","1,640.80","1,634.00","1,645.50","1,627.70","1.31K","0.53%"
"Feb 19, 2020","1,632.20","1,625.00","1,634.80","1,623.30","1.40K","0.50%"
"Feb 18, 2020","1,624.00","1,605.00","1,628.30","1,603.50","1.62K","2.33%"
"Feb 17, 2020","1,587.05","1,586.15","1,588.45","1,581.85","-","0.05%"
"Feb 16, 2020","1,586.25","1,585.50","1,586.25","1,583.45","-","-1.29%"
"Feb 14, 2020","1,606.90","1,601.00","1,608.40","1,597.30","1.56K","0.46%"
"Feb 13, 2020","1,599.60","1,594.40","1,602.00","1,594.00","1.73K","0.45%"
"Feb 12, 2020","1,592.40","1,590.80","1,593.90","1,587.50","2.05K","0.08%"
"Feb 11, 2020","1,591.10","1,597.30","1,597.90","1,587.10","1.86K","-0.60%"
"Feb 10, 2020","1,600.70","1,599.50","1,601.50","1,594.20","1.66K","0.36%"
"Feb 07, 2020","1,595.00","1,591.00","1,598.30","1,588.40","0.84K","0.21%"
"Feb 06, 2020","1,591.70","1,580.70","1,592.40","1,579.30","1.31K","0.44%"
"Feb 05, 2020","1,584.70","1,579.40","1,587.00","1,573.00","2.05K","0.46%"
"Feb 04, 2020","1,577.50","1,602.30","1,602.30","1,576.00","1.84K","-1.65%"
"Feb 03, 2020","1,604.00","1,618.80","1,619.60","1,595.00","1.02K","-0.34%"
"Jan 31, 2020","1,609.40","1,599.70","1,615.30","1,597.70","3.06K","-0.08%"
"Jan 30, 2020","1,610.70","1,601.60","1,612.00","1,599.00","1.50K","0.80%"
"Jan 29, 2020","1,597.90","1,594.50","1,603.60","1,589.30","4.24K","0.06%"
"Jan 28, 2020","1,596.90","1,606.70","1,607.10","1,593.40","10.91K","-0.48%"
"Jan 27, 2020","1,604.60","1,610.00","1,612.80","1,602.80","1.93K","0.35%"
"Jan 24, 2020","1,599.00","1,589.10","1,601.40","1,584.00","2.62K","0.43%"
